time_s,nodeId,x,y,z
10,13,2.997,1.032,0.04
10,14,0.303247,3.97301,18.63
11,0,0,0,0
11,1,1.791,0.133,0.2
11,2,2.004,0.022,0.01
11,3,2.997,0.078,0.04
11,4,3.999,0.089,0.03
11,5,5.249,2.508,7.84
11,6,5.994,0.122,0.09
11,7,7.014,0.133,0.05
11,8,9.22106,-1.22047,1.17825
11,9,-0.647,0.921,0.75
11,10,0.177,0.744,4.31
11,11,0.718,2.442,3.34
11,12,1.632,1.221,2.36
11,13,2.997,1.032,0.04
11,14,0.300331,3.98777,18.6075
12,0,0,0,0
12,1,1.791,0.133,0.2
12,2,2.004,0.022,0.01
12,3,2.997,0.078,0.04
12,4,3.999,0.089,0.03
12,5,5.249,2.508,7.84
12,6,5.994,0.122,0.09
12,7,7.014,0.133,0.05
12,8,8.69206,-0.621137,1.16158
12,9,-0.647,0.921,0.75
12,10,0.177,0.744,4.31
12,11,0.718,2.442,3.34
12,12,1.632,1.221,2.36
12,13,2.997,1.032,0.04
12,14,0.297664,4.00277,18.5975
13,0,0,0,0
13,1,1.791,0.133,0.2
13,2,2.004,0.022,0.01
13,3,2.997,0.078,0.04
13,4,3.999,0.089,0.03
13,5,5.249,2.508,7.84
13,6,5.994,0.122,0.09
13,7,7.014,0.133,0.05
13,8,8.16306,-0.0218033,1.14492
13,9,-0.647,0.921,0.75
13,10,0.177,0.744,4.31
13,11,0.718,2.442,3.34
13,12,1.632,1.221,2.36
13,13,2.997,1.032,0.04
13,14,0.294997,4.01776,18.5875
14,0,0,0,0
14,1,1.791,0.133,0.2
14,2,2.004,0.022,0.01
14,3,2.997,0.078,0.04
14,4,3.999,0.089,0.03
14,5,5.249,2.508,7.84
14,6,5.994,0.122,0.09
14,7,7.014,0.133,0.05
14,8,8.01358,0.163036,1.10347
14,9,-0.647,0.921,0.75
14,10,0.177,0.744,4.31
14,11,0.718,2.442,3.34
14,12,1.632,1.221,2.36
14,13,2.997,1.032,0.04
14,14,0.0917173,3.37189,18.5784
15,0,0,0,0
15,1,1.791,0.133,0.2
15,2,2.004,0.022,0.01
15,3,2.997,0.078,0.04
15,4,3.999,0.089,0.03
15,5,5.249,2.508,7.84
15,6,5.994,0.122,0.09
15,7,7.014,0.133,0.05
15,8,8.01378,0.163287,1.05053
15,9,-0.647,0.921,0.75
15,10,0.177,0.744,4.31
15,11,0.718,2.442,3.34
15,12,1.632,1.221,2.36
15,13,2.997,1.032,0.04
15,14,-0.710206,0.753946,18.572
16,0,0,0,0
16,1,1.791,0.133,0.2
16,2,2.004,0.022,0.01
16,3,2.997,0.078,0.04
16,4,3.999,0.089,0.03
16,5,5.249,2.508,7.84
16,6,5.994,0.122,0.09
16,7,7.014,0.133,0.05
16,8,8.01078,0.15962,0.9972
16,9,-0.647,0.921,0.75
16,10,0.177,0.744,4.31
16,11,0.718,2.442,3.34
16,12,1.632,1.221,2.36
16,13,2.997,1.032,0.04
16,14,-0.959843,-0.0524663,18.5585
17,0,0,0,0
17,1,1.791,0.133,0.2
17,2,2.004,0.022,0.01
17,3,2.997,0.078,0.04
17,4,3.999,0.089,0.03
17,5,5.249,2.508,7.84
17,6,5.994,0.122,0.09
17,7,7.014,0.133,0.05
17,8,8.00778,0.155953,0.943867
17,9,-0.647,0.921,0.75
17,10,0.177,0.744,4.31
17,11,0.718,2.442,3.34
17,12,1.632,1.221,2.36
17,13,2.997,1.032,0.04
17,14,-0.962509,-0.0487997,18.5418
18,0,0,0,0
18,1,1.791,0.133,0.2
18,2,2.004,0.022,0.01
18,3,2.997,0.078,0.04
18,4,3.999,0.089,0.03
18,5,5.249,2.508,7.84
18,6,5.994,0.122,0.09
18,7,7.014,0.133,0.05
18,8,8.00922,0.157713,0.720333
18,9,-0.647,0.921,0.75
18,10,0.177,0.744,4.31
18,11,0.718,2.442,3.34
18,12,1.632,1.221,2.36
18,13,2.997,1.032,0.04
18,14,-0.965176,-0.045133,18.5252
19,0,0,0,0
19,1,1.791,0.133,0.2
19,2,2.004,0.022,0.01
19,3,2.997,0.078,0.04
19,4,3.999,0.089,0.03
19,5,5.249,2.508,7.84
19,6,5.994,0.122,0.09
19,7,7.014,0.133,0.05
19,8,8.01222,0.16138,0.437
19,9,-0.647,0.921,0.75
19,10,0.177,0.744,4.31
19,11,0.718,2.442,3.34
19,12,1.632,1.221,2.36
19,13,2.997,1.032,0.04
19,14,-0.966,-0.0363965,14.2459
20,0,0,0,0
20,1,1.791,0.133,0.2
20,2,2.004,0.022,0.01
20,3,2.997,0.078,0.04
20,4,3.999,0.089,0.03
20,5,5.249,2.508,7.84
20,6,5.994,0.122,0.09
20,7,7.014,0.133,0.05
20,8,8.01522,0.165047,0.153667
20,9,-0.647,0.921,0.75
20,10,0.177,0.744,4.31
20,11,0.718,2.442,3.34
20,12,1.632,1.221,2.36
20,13,2.997,1.032,0.04
20,14,-0.966,-0.0253928,8.0605
21,0,0,0,0
21,1,1.791,0.133,0.2
21,2,2.004,0.022,0.01
21,3,2.997,0.078,0.04
21,4,3.999,0.089,0.03
21,5,5.249,2.508,7.84
21,6,5.994,0.122,0.09
21,7,7.014,0.133,0.05
21,8,8.01378,0.163287,0.0775333
21,9,-0.647,0.921,0.75
21,10,0.177,0.744,4.31
21,11,0.718,2.442,3.34
21,12,1.632,1.221,2.36
21,13,2.997,1.032,0.04
21,14,-0.966,-0.0143891,1.8751
22,0,0,0,0
22,1,1.791,0.133,0.2
22,2,2.004,0.022,0.01
22,3,2.997,0.078,0.04
22,4,3.999,0.089,0.03
22,5,5.249,2.508,7.84
22,6,5.994,0.122,0.09
22,7,7.014,0.133,0.05
22,8,8.01078,0.15962,0.0742
22,9,-0.647,0.921,0.75
22,10,0.177,0.744,4.31
22,11,0.718,2.442,3.34
22,12,1.632,1.221,2.36
22,13,2.997,1.032,0.04
22,14,-0.968076,-0.011,-0.0207733
23,0,0,0,0
23,1,1.791,0.133,0.2
23,2,2.004,0.022,0.01
23,3,2.997,0.078,0.04
23,4,3.999,0.089,0.03
23,5,5.249,2.508,7.84
23,6,5.994,0.122,0.09
23,7,7.014,0.133,0.05
23,8,8.00778,0.155953,0.0708667
23,9,-0.647,0.921,0.75
23,10,0.177,0.744,4.31
23,11,0.718,2.442,3.34
23,12,1.632,1.221,2.36
23,13,2.997,1.032,0.04
23,14,-0.971076,-0.011,-0.00744
24,0,0,0,0
24,1,1.791,0.133,0.2
24,2,2.004,0.022,0.01
24,3,2.997,0.078,0.04
24,4,3.999,0.089,0.03
24,5,5.249,2.508,7.84
24,6,5.994,0.122,0.09
24,7,7.014,0.133,0.05
24,8,8.00478,0.155,0.0724667
24,9,-0.647,0.921,0.75
24,10,0.177,0.744,4.31
24,11,0.718,2.442,3.34
24,12,1.632,1.221,2.36
24,13,2.997,1.032,0.04
24,14,-0.974076,-0.011,0.00589333
25,0,0,0,0
25,1,1.791,0.133,0.2
25,2,2.004,0.022,0.01
25,3,2.997,0.078,0.04
25,4,3.999,0.089,0.03
25,5,5.249,2.508,7.84
25,6,5.994,0.122,0.09
25,7,7.014,0.133,0.05
25,8,8.00178,0.155,0.0758
25,9,-0.647,0.921,0.75
25,10,0.177,0.744,4.31
25,11,0.718,2.442,3.34
25,12,1.632,1.221,2.36
25,13,2.997,1.032,0.04
25,14,-0.975,-0.011,0.0123067
26,0,0,0,0
26,1,1.791,0.133,0.2
26,2,2.004,0.022,0.01
26,3,2.997,0.078,0.04
26,4,3.999,0.089,0.03
26,5,5.249,2.508,7.84
26,6,5.994,0.122,0.09
26,7,7.014,0.133,0.05
26,8,7.99878,0.155,0.0791333
26,9,-0.647,0.921,0.75
26,10,0.177,0.744,4.31
26,11,0.718,2.442,3.34
26,12,1.632,1.221,2.36
26,13,2.997,1.032,0.04
26,14,-0.975,-0.011,0.01564
27,0,0,0,0
27,1,1.791,0.133,0.2
27,2,2.004,0.022,0.01
27,3,2.997,0.078,0.04
27,4,3.999,0.089,0.03
27,5,5.249,2.508,7.84
27,6,5.994,0.122,0.09
27,7,7.014,0.133,0.05
27,8,8.00022,0.157713,0.0750667
27,9,-0.647,0.921,0.75
27,10,0.177,0.744,4.31
27,11,0.718,2.442,3.34
27,12,1.632,1.221,2.36
27,13,2.997,1.032,0.04
27,14,-0.975,-0.011,0.0189733
28,0,0,0,0
28,1,1.791,0.133,0.2
28,2,2.004,0.022,0.01
28,3,2.997,0.078,0.04
28,4,3.999,0.089,0.03
28,5,5.249,2.508,7.84
28,6,5.994,0.122,0.09
28,7,7.014,0.133,0.05
28,8,8.00322,0.16138,0.0684
28,9,-0.647,0.921,0.75
28,10,0.177,0.744,4.31
28,11,0.718,2.442,3.34
28,12,1.632,1.221,2.36
28,13,2.997,1.032,0.04
28,14,-0.972924,-0.011,0.01308
29,0,0,0,0
29,1,1.791,0.133,0.2
29,2,2.004,0.022,0.01
29,3,2.997,0.078,0.04
29,4,3.999,0.089,0.03
29,5,5.249,2.508,7.84
29,6,5.994,0.122,0.09
29,7,7.014,0.133,0.05
29,8,8.00622,0.165047,0.0617333
29,9,-0.647,0.921,0.75
29,10,0.177,0.744,4.31
29,11,0.718,2.442,3.34
29,12,1.632,1.221,2.36
29,13,2.997,1.032,0.04
29,14,-0.969924,-0.011,0.00308
30,0,0,0,0
30,1,1.791,0.133,0.2
30,2,2.004,0.022,0.01
30,3,2.997,0.078,0.04
30,4,3.999,0.089,0.03
30,5,5.249,2.508,7.84
30,6,5.994,0.122,0.09
30,7,7.014,0.133,0.05
30,8,8.007,0.163288,0.0575342
30,9,-0.647,0.921,0.75
30,10,0.177,0.744,4.31
30,11,0.718,2.442,3.34
30,12,1.632,1.221,2.36
30,13,2.997,1.032,0.04
30,14,-0.966924,-0.011,-0.00692
31,0,0,0,0
31,1,1.791,0.133,0.2
31,2,2.004,0.022,0.01
31,3,2.997,0.078,0.04
31,4,3.999,0.089,0.03
31,5,5.249,2.508,7.84
31,6,5.994,0.122,0.09
31,7,7.014,0.133,0.05
31,8,8.007,0.159622,0.0542019
31,9,-0.647,0.921,0.75
31,10,0.177,0.744,4.31
31,11,0.718,2.442,3.34
31,12,1.632,1.221,2.36
31,13,2.997,1.032,0.04
31,14,-0.966,-0.0135373,-0.000773333
32,0,0,0,0
32,1,1.791,0.133,0.2
32,2,2.004,0.022,0.01
32,3,2.997,0.078,0.04
32,4,3.999,0.089,0.03
32,5,5.249,2.508,7.84
32,6,5.994,0.122,0.09
32,7,7.014,0.133,0.05
32,8,8.007,0.155957,0.0508697
32,9,-0.647,0.921,0.75
32,10,0.177,0.744,4.31
32,11,0.718,2.442,3.34
32,12,1.632,1.221,2.36
32,13,2.997,1.032,0.04
32,14,-0.966,-0.017204,0.01256
33,0,0,0,0
33,1,1.791,0.133,0.2
33,2,2.004,0.022,0.01
33,3,2.997,0.078,0.04
33,4,3.999,0.089,0.03
33,5,5.249,2.508,7.84
33,6,5.994,0.122,0.09
33,7,7.014,0.133,0.05
33,8,8.007,0.155,0.0524633
33,9,-0.647,0.921,0.75
33,10,0.177,0.744,4.31
33,11,0.718,2.442,3.34
33,12,1.632,1.221,2.36
33,13,2.997,1.032,0.04
33,14,-0.966,-0.0208707,0.0258933
34,0,0,0,0
34,1,1.791,0.133,0.2
34,2,2.004,0.022,0.01
34,3,2.997,0.078,0.04
34,4,3.999,0.089,0.03
34,5,5.249,2.508,7.84
34,6,5.994,0.122,0.09
34,7,7.014,0.133,0.05
34,8,8.007,0.155,0.0557967
34,9,-0.647,0.921,0.75
34,10,0.177,0.744,4.31
34,11,0.718,2.442,3.34
34,12,1.632,1.221,2.36
34,13,2.997,1.032,0.04
34,14,-0.966,-0.0169253,0.0346133
35,0,0,0,0
35,1,1.791,0.133,0.2
35,2,2.004,0.022,0.01
35,3,2.997,0.078,0.04
35,4,3.999,0.089,0.03
35,5,5.249,2.508,7.84
35,6,5.994,0.122,0.09
35,7,7.014,0.133,0.05
35,8,8.007,0.155,0.05913
35,9,-0.647,0.921,0.75
35,10,0.177,0.744,4.31
35,11,0.718,2.442,3.34
35,12,1.632,1.221,2.36
35,13,2.997,1.032,0.04
35,14,-0.966,-0.009592,0.04128
36,0,0,0,0
36,1,1.791,0.133,0.2
36,2,2.004,0.022,0.01
36,3,2.997,0.078,0.04
36,4,3.999,0.089,0.03
36,5,5.249,2.508,7.84
36,6,5.994,0.122,0.09
36,7,7.014,0.133,0.05
36,8,8.007,0.155,0.06
36,9,-0.647,0.921,0.75
36,10,0.177,0.744,4.31
36,11,0.718,2.442,3.34
36,12,1.632,1.221,2.36
36,13,2.997,1.032,0.04
36,14,-0.966,-0.00225867,0.0479467
37,0,0,0,0
37,1,1.791,0.133,0.2
37,2,2.004,0.022,0.01
37,3,2.997,0.078,0.04
37,4,3.999,0.089,0.03
37,5,5.249,2.508,7.84
37,6,5.994,0.122,0.09
37,7,7.014,0.133,0.05
37,8,8.007,0.155,0.06
37,9,-0.647,0.921,0.75
37,10,0.177,0.744,4.31
37,11,0.718,2.442,3.34
37,12,1.632,1.221,2.36
37,13,2.997,1.032,0.04
37,14,-0.970152,0,0.0523067
38,0,0,0,0
38,1,1.791,0.133,0.2
38,2,2.004,0.022,0.01
38,3,2.997,0.078,0.04
38,4,3.999,0.089,0.03
38,5,5.249,2.508,7.84
38,6,5.994,0.122,0.09
38,7,7.014,0.133,0.05
38,8,8.007,0.155,0.06
38,9,-0.647,0.921,0.75
38,10,0.177,0.744,4.31
38,11,0.718,2.442,3.34
38,12,1.632,1.221,2.36
38,13,2.997,1.032,0.04
38,14,-0.976152,0,0.05564
39,0,0,0,0
39,1,1.791,0.133,0.2
39,2,2.004,0.022,0.01
39,3,2.997,0.078,0.04
39,4,3.999,0.089,0.03
39,5,5.249,2.508,7.84
39,6,5.994,0.122,0.09
39,7,7.014,0.133,0.05
39,8,8.007,0.160666,0.0575367
39,9,-0.647,0.921,0.75
39,10,0.177,0.744,4.31
39,11,0.718,2.442,3.34
39,12,1.632,1.221,2.36
39,13,2.997,1.032,0.04
39,14,-0.982152,0,0.0589733
40,0,0,0,0
40,1,1.791,0.133,0.2
40,2,2.004,0.022,0.01
40,3,2.997,0.078,0.04
40,4,3.999,0.089,0.03
40,5,5.249,2.508,7.84
40,6,5.994,0.122,0.09
40,7,7.014,0.133,0.05
40,8,8.007,0.168332,0.0542033
40,9,-0.647,0.921,0.75
40,10,0.177,0.744,4.31
40,11,0.718,2.442,3.34
40,12,1.632,1.221,2.36
40,13,2.997,1.032,0.04
40,14,-0.984,-0.00253733,0.0576933
41,0,0,0,0
41,1,1.791,0.133,0.2
41,2,2.004,0.022,0.01
41,3,2.997,0.078,0.04
41,4,3.999,0.089,0.03
41,5,5.249,2.508,7.84
41,6,5.994,0.122,0.09
41,7,7.014,0.133,0.05
41,8,8.007,0.175999,0.05087
41,9,-0.647,0.921,0.75
41,10,0.177,0.744,4.31
41,11,0.718,2.442,3.34
41,12,1.632,1.221,2.36
41,13,2.997,1.032,0.04
41,14,-0.984,-0.006204,0.05436
42,0,0,0,0
42,1,1.791,0.133,0.2
42,2,2.004,0.022,0.01
42,3,2.997,0.078,0.04
42,4,3.999,0.089,0.03
42,5,5.249,2.508,7.84
42,6,5.994,0.122,0.09
42,7,7.014,0.133,0.05
42,8,8.007,0.172334,0.0524633
42,9,-0.647,0.921,0.75
42,10,0.177,0.744,4.31
42,11,0.718,2.442,3.34
42,12,1.632,1.221,2.36
42,13,2.997,1.032,0.04
42,14,-0.984,-0.00987067,0.0510267
43,0,0,0,0
43,1,1.791,0.133,0.2
43,2,2.004,0.022,0.01
43,3,2.997,0.078,0.04
43,4,3.999,0.089,0.03
43,5,5.249,2.508,7.84
43,6,5.994,0.122,0.09
43,7,7.014,0.133,0.05
43,8,8.007,0.164668,0.0557967
43,9,-0.647,0.921,0.75
43,10,0.177,0.744,4.31
43,11,0.718,2.442,3.34
43,12,1.632,1.221,2.36
43,13,2.997,1.032,0.04
43,14,-0.984,-0.011,0.05
44,0,0,0,0
44,1,1.791,0.133,0.2
44,2,2.004,0.022,0.01
44,3,2.997,0.078,0.04
44,4,3.999,0.089,0.03
44,5,5.249,2.508,7.84
44,6,5.994,0.122,0.09
44,7,7.014,0.133,0.05
44,8,8.007,0.157001,0.05913
44,9,-0.647,0.921,0.75
44,10,0.177,0.744,4.31
44,11,0.718,2.442,3.34
44,12,1.632,1.221,2.36
44,13,2.997,1.032,0.04
44,14,-0.984,-0.011,0.05
45,0,0,0,0
45,1,1.791,0.133,0.2
45,2,2.004,0.022,0.01
45,3,2.997,0.078,0.04
45,4,3.999,0.089,0.03
45,5,5.249,2.508,7.84
45,6,5.994,0.122,0.09
45,7,7.014,0.133,0.05
45,8,8.007,0.155,0.0575367
45,9,-0.647,0.921,0.75
45,10,0.177,0.744,4.31
45,11,0.718,2.442,3.34
45,12,1.632,1.221,2.36
45,13,2.997,1.032,0.04
45,14,-0.984,-0.011,0.05
46,0,0,0,0
46,1,1.791,0.133,0.2
46,2,2.004,0.022,0.01
46,3,2.997,0.078,0.04
46,4,3.999,0.089,0.03
46,5,5.249,2.508,7.84
46,6,5.994,0.122,0.09
46,7,7.014,0.133,0.05
46,8,8.007,0.155,0.0542033
46,9,-0.647,0.921,0.75
46,10,0.177,0.744,4.31
46,11,0.718,2.442,3.34
46,12,1.632,1.221,2.36
46,13,2.997,1.032,0.04
46,14,-0.984,-0.011,0.05
47,0,0,0,0
47,1,1.791,0.133,0.2
47,2,2.004,0.022,0.01
47,3,2.997,0.078,0.04
47,4,3.999,0.089,0.03
47,5,5.249,2.508,7.84
47,6,5.994,0.122,0.09
47,7,7.014,0.133,0.05
47,8,8.007,0.155,0.05087
47,9,-0.647,0.921,0.75
47,10,0.177,0.744,4.31
47,11,0.718,2.442,3.34
47,12,1.632,1.221,2.36
47,13,2.997,1.032,0.04
47,14,-0.984,-0.011,0.05
48,0,0,0,0
48,1,1.791,0.133,0.2
48,2,2.004,0.022,0.01
48,3,2.997,0.078,0.04
48,4,3.999,0.089,0.03
48,5,5.249,2.508,7.84
48,6,5.994,0.122,0.09
48,7,7.014,0.133,0.05
48,8,8.007,0.155,0.05
48,9,-0.647,0.921,0.75
48,10,0.177,0.744,4.31
48,11,0.718,2.442,3.34
48,12,1.632,1.221,2.36
48,13,2.997,1.032,0.04
48,14,-0.984,-0.011,0.05
49,0,0,0,0
49,1,1.791,0.133,0.2
49,2,2.004,0.022,0.01
49,3,2.997,0.078,0.04
49,4,3.999,0.089,0.03
49,5,5.249,2.508,7.84
49,6,5.994,0.122,0.09
49,7,7.014,0.133,0.05
49,8,8.007,0.155,0.05
49,9,-0.647,0.921,0.75
49,10,0.177,0.744,4.31
49,11,0.718,2.442,3.34
49,12,1.632,1.221,2.36
49,13,2.997,1.032,0.04
49,14,-0.981924,-0.00846267,0.05
50,0,0,0,0
50,1,1.791,0.133,0.2
50,2,2.004,0.022,0.01
50,3,2.997,0.078,0.04
50,4,3.999,0.089,0.03
50,5,5.249,2.508,7.84
50,6,5.994,0.122,0.09
50,7,7.014,0.133,0.05
50,8,8.007,0.155,0.05
50,9,-0.647,0.921,0.75
50,10,0.177,0.744,4.31
50,11,0.718,2.442,3.34
50,12,1.632,1.221,2.36
50,13,2.997,1.032,0.04
50,14,-0.978924,-0.004796,0.05
51,0,0,0,0
51,1,1.791,0.133,0.2
51,2,2.004,0.022,0.01
51,3,2.997,0.078,0.04
51,4,3.999,0.089,0.03
51,5,5.249,2.508,7.84
51,6,5.994,0.122,0.09
51,7,7.014,0.133,0.05
51,8,8.00335,0.155,0.05
51,9,-0.647,0.921,0.75
51,10,0.177,0.744,4.31
51,11,0.718,2.442,3.34
51,12,1.632,1.221,2.36
51,13,2.997,1.032,0.04
51,14,-0.975924,-0.00112933,0.05
52,0,0,0,0
52,1,1.791,0.133,0.2
52,2,2.004,0.022,0.01
52,3,2.997,0.078,0.04
52,4,3.999,0.089,0.03
52,5,5.249,2.508,7.84
52,6,5.994,0.122,0.09
52,7,7.014,0.133,0.05
52,8,7.9984,0.155,0.05
52,9,-0.647,0.921,0.75
52,10,0.177,0.744,4.31
52,11,0.718,2.442,3.34
52,12,1.632,1.221,2.36
52,13,2.997,1.032,0.04
52,14,-0.975,0.00253733,0.0476933
53,0,0,0,0
53,1,1.791,0.133,0.2
53,2,2.004,0.022,0.01
53,3,2.997,0.078,0.04
53,4,3.999,0.089,0.03
53,5,5.249,2.508,7.84
53,6,5.994,0.122,0.09
53,7,7.014,0.133,0.05
53,8,8.00076,0.155,0.05
53,9,-0.647,0.921,0.75
53,10,0.177,0.744,4.31
53,11,0.718,2.442,3.34
53,12,1.632,1.221,2.36
53,13,2.997,1.032,0.04
53,14,-0.975,0.006204,0.04436
54,0,0,0,0
54,1,1.791,0.133,0.2
54,2,2.004,0.022,0.01
54,3,2.997,0.078,0.04
54,4,3.999,0.089,0.03
54,5,5.249,2.508,7.84
54,6,5.994,0.122,0.09
54,7,7.014,0.133,0.05
54,8,8.00376,0.155,0.05
54,9,-0.647,0.921,0.75
54,10,0.177,0.744,4.31
54,11,0.718,2.442,3.34
54,12,1.632,1.221,2.36
54,13,2.997,1.032,0.04
54,14,-0.975,0.00987067,0.0410267
55,0,0,0,0
55,1,1.791,0.133,0.2
55,2,2.004,0.022,0.01
55,3,2.997,0.078,0.04
55,4,3.999,0.089,0.03
55,5,5.249,2.508,7.84
55,6,5.994,0.122,0.09
55,7,7.014,0.133,0.05
55,8,8.00676,0.155,0.05
55,9,-0.647,0.921,0.75
55,10,0.177,0.744,4.31
55,11,0.718,2.442,3.34
55,12,1.632,1.221,2.36
55,13,2.997,1.032,0.04
55,14,-0.977076,0.011,0.04
56,0,0,0,0
56,1,1.791,0.133,0.2
56,2,2.004,0.022,0.01
56,3,2.997,0.078,0.04
56,4,3.999,0.089,0.03
56,5,5.249,2.508,7.84
56,6,5.994,0.122,0.09
56,7,7.014,0.133,0.05
56,8,8.007,0.15837,0.0469367
56,9,-0.647,0.921,0.75
56,10,0.177,0.744,4.31
56,11,0.718,2.442,3.34
56,12,1.632,1.221,2.36
56,13,2.997,1.032,0.04
56,14,-0.980076,0.011,0.04
57,0,0,0,0
57,1,1.791,0.133,0.2
57,2,2.004,0.022,0.01
57,3,2.997,0.078,0.04
57,4,3.999,0.089,0.03
57,5,5.249,2.508,7.84
57,6,5.994,0.122,0.09
57,7,7.014,0.133,0.05
57,8,8.007,0.162036,0.0436033
57,9,-0.647,0.921,0.75
57,10,0.177,0.744,4.31
57,11,0.718,2.442,3.34
57,12,1.632,1.221,2.36
57,13,2.997,1.032,0.04
57,14,-0.983076,0.011,0.04
58,0,0,0,0
58,1,1.791,0.133,0.2
58,2,2.004,0.022,0.01
58,3,2.997,0.078,0.04
58,4,3.999,0.089,0.03
58,5,5.249,2.508,7.84
58,6,5.994,0.122,0.09
58,7,7.014,0.133,0.05
58,8,8.007,0.165703,0.04027
58,9,-0.647,0.921,0.75
58,10,0.177,0.744,4.31
58,11,0.718,2.442,3.34
58,12,1.632,1.221,2.36
58,13,2.997,1.032,0.04
