FlowId,SrcAddr,DestAddr,TxPackets,RxPackets,LostPackets,PacketLossRate(%),Throughput(bps),DelaySum(s)
7895,10.0.0.2,10.0.0.4,15,15,0,0,1.03703e+06,0.00294741
7896,10.0.0.4,10.0.0.2,8,8,0,0,68328.8,0.001336
7897,10.0.0.15,10.0.0.9,15,15,0,0,1.039e+06,0.00283141
7898,10.0.0.9,10.0.0.15,8,8,0,0,68341.3,0.001336
7899,10.0.0.15,10.0.0.5,15,15,0,0,1.03722e+06,0.00297441
7900,10.0.0.5,10.0.0.15,8,8,0,0,68328.8,0.001336
7901,10.0.0.9,10.0.0.4,14,14,0,0,945927,0.00996841
7902,10.0.0.4,10.0.0.9,7,7,0,0,70344.8,0.001295
7903,10.0.0.15,10.0.0.6,15,15,0,0,1.03904e+06,0.00281841
7904,10.0.0.6,10.0.0.15,8,8,0,0,68341.3,0.001336
7905,10.0.0.2,10.0.0.12,15,15,0,0,1.03834e+06,0.00291384
7906,10.0.0.12,10.0.0.2,8,8,0,0,68328.3,0.00133611
7907,10.0.0.14,10.0.0.3,15,15,0,0,1.03625e+06,0.00291587
7908,10.0.0.3,10.0.0.14,8,8,0,0,68328,0.00133617
7909,10.0.0.8,10.0.0.1,15,15,0,0,1.03768e+06,0.00294846
7910,10.0.0.1,10.0.0.8,8,8,0,0,68341.3,0.001336
7911,10.0.0.1,10.0.0.13,15,15,0,0,1.03631e+06,0.00297357
7912,10.0.0.13,10.0.0.1,8,8,0,0,68340.6,0.00133614
7913,10.0.0.14,10.0.0.13,15,15,0,0,1.03668e+06,0.00292703
7914,10.0.0.13,10.0.0.14,8,8,0,0,68341.2,0.00133602
7915,10.0.0.7,10.0.0.9,15,15,0,0,1.0388e+06,0.00285089
7916,10.0.0.9,10.0.0.7,8,8,0,0,68341.3,0.00133601
7917,10.0.0.11,10.0.0.12,15,15,0,0,1.03789e+06,0.00284766
7918,10.0.0.12,10.0.0.11,8,8,0,0,68341.1,0.00133604
7919,10.0.0.11,10.0.0.10,15,15,0,0,1.0372e+06,0.00292365
7920,10.0.0.10,10.0.0.11,8,8,0,0,68328.5,0.00133607
7921,10.0.0.11,10.0.0.5,14,14,0,0,947585,0.00709616
7922,10.0.0.5,10.0.0.11,7,7,0,0,65815.3,0.00116907
7923,10.0.0.6,10.0.0.10,15,15,0,0,1.03807e+06,0.00290222
7924,10.0.0.10,10.0.0.6,8,8,0,0,68341.3,0.001336
7925,10.0.0.11,10.0.0.12,15,15,0,0,1.03779e+06,0.0028481
7926,10.0.0.12,10.0.0.11,8,8,0,0,68341.1,0.00133604
7927,10.0.0.1,10.0.0.6,15,15,0,0,1.03823e+06,0.00281455
7928,10.0.0.6,10.0.0.1,8,8,0,0,68341.3,0.001336
7929,10.0.0.6,10.0.0.1,15,15,0,0,1.03838e+06,0.00288155
7930,10.0.0.1,10.0.0.6,8,8,0,0,68341.3,0.001336
7931,10.0.0.7,10.0.0.11,15,15,0,0,1.03739e+06,0.00286911
7932,10.0.0.11,10.0.0.7,8,8,0,0,68328.5,0.00133607
7933,10.0.0.6,10.0.0.15,15,15,0,0,1.03749e+06,0.0029391
7934,10.0.0.15,10.0.0.6,8,8,0,0,68341.3,0.001336
7935,10.0.0.1,10.0.0.10,15,15,0,0,1.03812e+06,0.0028251
7936,10.0.0.10,10.0.0.1,8,8,0,0,68341.3,0.001336
7937,10.0.0.11,10.0.0.9,15,15,0,0,1.03713e+06,0.00294767
7938,10.0.0.9,10.0.0.11,8,8,0,0,68341,0.00133607
